imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating
tt0008279,6.4,109,6.4,6.0,,,5.7,7.0,6.2,46.0,7.0,7.0,42.0,6.4,89.0,,,5.7,7.0,6.1,39.0,6.9,39.0,7.1,8.0,,,,,6.7,5.0,7.3,3.0,6.9,33.0,6.0
tt0008309,6.7,257,6.6,7.0,,,7.1,9.0,6.7,61.0,6.8,6.8,150.0,6.7,190.0,,,6.9,7.0,6.7,54.0,6.7,124.0,6.8,32.0,,,7.5,2.0,6.6,5.0,6.8,25.0,6.6,52.0,6.7
tt0008395,7.1,458,6.8,7.0,,,7.0,59.0,7.0,171.0,7.2,7.2,150.0,7.0,301.0,,,6.9,45.0,7.0,142.0,7.1,107.0,7.8,84.0,,,7.7,14.0,7.6,25.0,8.0,43.0,6.6,62.0,6.5
tt0008443,6.7,1266,6.8,7.0,5.0,1.0,6.6,111.0,6.6,404.0,6.7,6.7,584.0,6.6,815.0,5.0,1.0,6.5,79.0,6.5,315.0,6.6,403.0,6.9,295.0,,,6.8,32.0,6.9,83.0,7.0,177.0,6.3,109.0,6.8
tt0008489,6.4,130,6.8,7.0,,,5.9,10.0,5.9,35.0,6.9,6.9,49.0,6.4,79.0,,,6.0,5.0,6.1,28.0,6.8,41.0,6.2,19.0,,,5.8,5.0,4.8,6.0,7.6,8.0,6.6,29.0,6.9
tt0008499,6.1,770,7.0,8.0,,,5.6,47.0,6.3,208.0,5.9,5.9,427.0,6.2,460.0,,,5.4,30.0,6.3,162.0,6.0,257.0,5.9,231.0,,,6.0,17.0,6.4,43.0,5.5,169.0,5.5,67.0,6.5
tt0008519,5.7,727,6.6,7.0,6.0,1.0,5.4,22.0,6.1,120.0,5.7,5.7,520.0,5.9,426.0,6.0,1.0,5.3,17.0,6.1,97.0,5.9,306.0,5.1,238.0,,,5.7,5.0,6.2,21.0,3.9,212.0,5.5,60.0,6.1
tt0008536,6.9,147,6.7,7.0,,,7.0,23.0,7.1,53.0,6.7,6.7,42.0,6.8,101.0,,,6.8,20.0,6.8,45.0,6.6,34.0,7.8,17.0,,,9.0,3.0,8.2,6.0,7.0,8.0,6.6,31.0,7.1
tt0008634,6.2,372,6.2,6.0,6.0,1.0,6.4,24.0,6.2,121.0,6.4,6.4,147.0,6.3,274.0,6.0,1.0,6.4,23.0,6.2,113.0,6.4,133.0,6.9,18.0,,,10.0,1.0,7.5,4.0,6.4,13.0,6.0,57.0,6.5
tt0008652,6.0,108,6.2,6.0,,,5.9,8.0,5.9,34.0,6.2,6.2,40.0,6.0,74.0,,,5.7,7.0,5.8,27.0,6.2,38.0,6.4,8.0,,,7.0,1.0,6.2,5.0,7.5,2.0,6.0,22.0,6.2
tt0008663,7.4,1508,7.2,7.0,7.0,2.0,7.4,227.0,7.4,614.0,7.3,7.3,426.0,7.4,1111.0,7.0,2.0,7.4,193.0,7.4,532.0,7.2,357.0,7.4,168.0,,,7.3,31.0,7.3,72.0,7.6,64.0,7.0,121.0,7.3
tt0008672,6.0,189,6.4,7.0,,,5.1,15.0,5.6,65.0,6.8,6.8,72.0,6.1,135.0,,,5.1,15.0,5.7,59.0,6.7,59.0,7.2,15.0,,,,,7.7,3.0,7.4,12.0,5.7,42.0,6.6
tt0008679,4.8,481,7.0,7.0,,,4.8,6.0,4.9,83.0,4.6,4.6,336.0,5.0,244.0,,,5.0,4.0,5.0,59.0,5.0,178.0,3.6,183.0,,,2.5,2.0,4.5,24.0,3.3,157.0,4.7,20.0,5.6
tt0008687,6.1,140,6.3,6.0,,,5.0,8.0,6.1,44.0,6.5,6.5,47.0,6.1,88.0,,,4.8,6.0,6.2,34.0,6.5,43.0,4.9,14.0,,,5.5,2.0,4.7,9.0,7.3,3.0,5.7,24.0,5.8
tt0008710,6.7,148,6.9,7.0,,,6.7,10.0,6.2,52.0,7.1,7.1,59.0,6.6,111.0,,,6.9,9.0,6.1,43.0,6.9,54.0,6.8,12.0,,,5.0,1.0,6.1,6.0,8.0,5.0,6.9,34.0,6.6
tt0008775,6.4,557,6.8,7.0,6.0,1.0,6.1,30.0,6.3,125.0,6.8,6.8,346.0,6.4,333.0,6.0,1.0,5.9,21.0,6.3,104.0,6.8,201.0,6.7,174.0,,,6.8,9.0,6.6,19.0,6.8,144.0,6.4,45.0,6.6
tt0008827,5.8,740,6.6,7.0,,,5.5,22.0,5.9,156.0,5.8,5.8,467.0,6.0,427.0,,,6.0,17.0,5.8,123.0,6.1,281.0,5.3,221.0,,,4.0,5.0,6.4,30.0,4.5,184.0,5.6,53.0,6.2
tt0008843,5.9,123,6.0,6.0,,,6.0,31.0,5.7,45.0,5.9,5.9,32.0,5.8,94.0,,,5.8,23.0,5.6,40.0,6.1,30.0,6.4,14.0,,,6.7,8.0,6.0,5.0,5.0,1.0,5.9,25.0,5.1
tt0008854,5.5,554,5.5,6.0,,,5.0,32.0,5.5,160.0,5.6,5.6,232.0,5.4,384.0,,,4.9,26.0,5.4,144.0,5.5,209.0,6.0,38.0,,,5.6,6.0,6.2,12.0,6.1,19.0,5.6,81.0,5.3
tt0008879,7.3,1518,6.9,7.0,5.5,2.0,7.2,157.0,7.2,594.0,7.3,7.3,516.0,7.2,1058.0,5.5,2.0,7.2,127.0,7.2,504.0,7.2,409.0,7.3,217.0,,,7.5,30.0,7.0,86.0,7.6,99.0,7.1,128.0,7.2
tt0008891,7.0,782,6.7,7.0,,,6.6,63.0,6.9,289.0,7.1,7.1,315.0,6.9,573.0,,,6.6,48.0,6.8,248.0,7.0,267.0,7.8,101.0,,,7.1,15.0,7.8,36.0,8.4,45.0,6.4,88.0,7.1
tt0008930,6.0,116,6.0,6.0,,,5.6,10.0,5.5,28.0,6.2,6.2,58.0,5.8,85.0,,,5.7,7.0,5.5,23.0,6.0,50.0,6.5,13.0,,,5.5,2.0,5.8,4.0,7.2,7.0,6.0,18.0,6.0
tt0008950,6.0,267,6.1,6.0,,,6.0,23.0,5.8,90.0,6.3,6.3,111.0,6.0,207.0,,,5.9,19.0,5.8,79.0,6.3,105.0,6.3,16.0,,,6.8,4.0,5.7,7.0,7.5,5.0,5.5,50.0,5.9
tt0009014,5.9,134,6.0,6.0,,,6.4,17.0,6.1,40.0,5.7,5.7,52.0,6.0,103.0,,,6.6,15.0,6.0,35.0,5.7,48.0,5.8,7.0,,,5.0,1.0,6.3,3.0,5.7,3.0,5.7,32.0,6.3
tt0009062,6.2,515,6.0,6.0,,,6.4,24.0,5.9,191.0,6.4,6.4,212.0,6.1,349.0,,,6.5,18.0,5.9,161.0,6.3,166.0,6.7,76.0,,,6.0,6.0,6.4,27.0,7.2,42.0,5.3,38.0,6.3
tt0009086,5.4,281,6.2,7.0,,,4.2,9.0,5.2,44.0,5.9,5.9,199.0,5.6,158.0,,,3.9,5.0,5.2,37.0,6.1,113.0,4.6,95.0,,,4.5,4.0,5.0,6.0,4.5,85.0,5.6,29.0,5.9
tt0009150,6.4,906,6.8,7.0,4.0,1.0,6.6,54.0,6.3,217.0,6.4,6.4,472.0,6.4,547.0,4.0,1.0,6.5,40.0,6.3,176.0,6.6,315.0,6.1,206.0,,,6.9,14.0,6.5,34.0,5.3,155.0,6.7,82.0,6.3
tt0009153,6.1,112,6.1,6.0,,,6.1,9.0,5.9,33.0,6.7,6.7,48.0,6.3,89.0,,,6.1,9.0,5.9,32.0,6.7,43.0,7.7,3.0,,,,,,,7.7,3.0,6.2,30.0,6.4
tt0009241,5.1,594,6.5,7.0,,,4.1,9.0,5.4,82.0,5.3,5.3,459.0,5.5,316.0,,,4.0,5.0,5.5,59.0,5.7,248.0,4.2,236.0,,,5.8,4.0,4.9,22.0,3.1,210.0,5.6,26.0,5.5
tt0009326,6.5,119,6.5,7.0,,,6.0,5.0,6.1,32.0,7.0,7.0,58.0,6.4,84.0,,,5.8,4.0,5.6,26.0,7.0,50.0,7.4,13.0,,,7.0,1.0,7.6,5.0,7.0,7.0,6.2,23.0,6.4
tt0009356,5.2,616,6.5,7.0,,,4.1,6.0,4.9,83.0,5.5,5.5,471.0,5.3,317.0,,,2.8,4.0,4.7,60.0,5.6,250.0,5.3,245.0,,,5.5,2.0,5.6,23.0,4.9,219.0,5.0,27.0,5.5
tt0009369,5.9,1061,7.1,8.0,,,5.6,48.0,5.9,235.0,5.8,5.8,668.0,5.9,650.0,,,5.5,32.0,5.8,189.0,6.0,418.0,5.7,308.0,,,6.2,16.0,6.6,42.0,4.7,248.0,5.5,96.0,6.2
tt0009440,6.4,178,6.4,6.0,5.0,1.0,5.8,8.0,6.4,49.0,6.7,6.7,90.0,6.4,139.0,5.0,1.0,5.7,6.0,6.4,44.0,6.6,85.0,6.5,10.0,,,6.0,2.0,6.3,3.0,7.2,4.0,6.6,45.0,6.1
tt0009475,4.4,484,6.4,7.0,,,3.0,5.0,4.4,42.0,5.1,5.1,401.0,4.7,249.0,,,2.5,2.0,4.5,38.0,5.4,206.0,3.5,202.0,,,5.3,3.0,4.5,4.0,3.8,194.0,5.1,19.0,4.9
tt0009559,6.1,341,6.7,7.0,7.0,1.0,5.7,18.0,6.2,91.0,5.9,5.9,160.0,6.1,205.0,7.0,1.0,5.4,11.0,6.2,75.0,6.0,113.0,5.8,69.0,,,6.1,7.0,6.2,13.0,4.8,47.0,5.6,49.0,6.5
tt0009608,5.1,697,7.3,8.0,,,4.0,15.0,5.7,142.0,4.9,4.9,482.0,5.2,391.0,,,4.2,11.0,5.7,111.0,5.1,264.0,4.3,252.0,,,3.2,4.0,5.3,30.0,3.9,217.0,4.1,40.0,5.8
tt0009611,7.3,5895,6.7,7.0,5.0,4.0,7.3,833.0,7.3,2162.0,7.3,7.3,1730.0,7.3,4074.0,4.7,3.0,7.3,729.0,7.3,1888.0,7.3,1340.0,7.4,746.0,6.0,1.0,7.4,96.0,7.3,257.0,7.6,380.0,6.8,283.0,7.3
tt0009652,6.7,1360,7.4,8.0,4.0,1.0,6.5,69.0,6.7,390.0,6.5,6.5,700.0,6.6,811.0,4.0,1.0,6.4,46.0,6.7,294.0,6.6,456.0,6.7,358.0,,,6.9,23.0,6.8,92.0,6.0,239.0,6.0,95.0,6.9
tt0009682,5.7,684,5.9,6.0,,,4.9,52.0,5.4,199.0,6.2,6.2,295.0,5.8,509.0,,,4.9,45.0,5.4,178.0,6.2,267.0,5.4,46.0,,,4.6,7.0,5.2,14.0,6.1,23.0,5.9,91.0,5.9
tt0009701,7.0,309,6.7,7.0,,,6.9,30.0,7.3,108.0,6.6,6.6,93.0,7.0,187.0,,,7.0,25.0,7.2,88.0,6.6,70.0,7.4,43.0,,,5.5,5.0,7.8,17.0,7.6,21.0,6.1,51.0,7.6
tt0009737,5.9,109,6.0,6.0,,,5.4,8.0,5.9,29.0,6.2,6.2,49.0,6.0,84.0,,,4.9,6.0,5.8,27.0,6.3,48.0,5.9,5.0,,,6.5,2.0,6.0,2.0,4.0,1.0,6.0,27.0,6.2
tt0009796,6.8,262,6.5,7.0,7.0,1.0,6.8,8.0,6.9,72.0,6.8,6.8,134.0,6.8,184.0,7.0,1.0,6.4,7.0,6.8,60.0,6.8,113.0,7.4,28.0,,,10.0,1.0,7.5,8.0,7.0,18.0,6.8,51.0,6.6
tt0009878,7.0,1122,6.8,7.0,6.5,2.0,7.2,147.0,6.8,423.0,7.1,7.1,330.0,6.9,691.0,6.5,2.0,7.1,81.0,6.7,326.0,7.0,266.0,7.4,218.0,,,7.3,64.0,7.3,88.0,7.8,60.0,6.4,83.0,6.9
tt0009892,5.9,963,7.1,10.0,,,5.8,159.0,5.1,266.0,6.6,6.6,125.0,5.4,491.0,,,5.2,100.0,4.7,198.0,6.3,85.0,8.1,217.0,,,8.4,59.0,7.6,66.0,8.1,37.0,6.2,29.0,7.1
tt0009893,7.2,1631,6.8,7.0,6.0,1.0,7.2,158.0,7.2,692.0,7.3,7.3,530.0,7.1,1161.0,6.0,1.0,7.1,126.0,7.1,585.0,7.2,424.0,7.7,233.0,,,7.8,32.0,7.4,99.0,8.0,98.0,6.9,124.0,7.3
tt0009894,7.1,168,7.0,7.0,,,6.9,28.0,6.9,60.0,6.8,6.8,43.0,6.9,117.0,,,7.0,23.0,6.9,52.0,6.9,36.0,6.9,15.0,,,5.8,4.0,7.0,4.0,7.4,6.0,5.8,32.0,6.1
tt0009900,6.3,857,6.9,7.0,,,5.5,45.0,6.2,196.0,6.6,6.6,522.0,6.3,511.0,,,5.5,36.0,6.3,161.0,6.7,307.0,5.8,251.0,,,5.4,9.0,5.8,30.0,5.9,211.0,6.5,69.0,6.4
tt0009915,7.1,165,7.0,7.0,,,7.8,11.0,7.2,47.0,6.9,6.9,76.0,7.1,128.0,,,7.3,9.0,7.2,44.0,7.0,71.0,7.5,6.0,,,9.5,2.0,7.5,2.0,5.0,2.0,6.4,37.0,7.6
tt0009937,7.0,1325,6.6,7.0,,,6.9,94.0,6.9,487.0,7.1,7.1,521.0,7.0,929.0,,,7.0,76.0,6.9,415.0,7.1,419.0,7.0,183.0,,,6.5,18.0,7.1,68.0,7.1,95.0,6.9,123.0,6.9
tt0009968,7.3,9241,7.5,8.0,6.4,7.0,7.2,1314.0,7.3,3754.0,7.5,7.5,2289.0,7.3,6048.0,6.4,7.0,7.2,1019.0,7.3,3108.0,7.4,1778.0,7.4,1410.0,,,7.0,282.0,7.3,605.0,7.8,495.0,7.0,243.0,7.3
tt0009976,5.7,631,6.7,7.0,,,5.0,11.0,5.8,136.0,5.9,5.9,404.0,5.9,369.0,,,5.4,6.0,5.8,108.0,6.1,249.0,5.0,187.0,,,4.3,5.0,5.8,26.0,4.6,154.0,5.9,44.0,6.3
tt0010040,6.5,1306,7.3,8.0,6.0,1.0,6.7,55.0,6.6,362.0,6.5,6.5,706.0,6.4,774.0,,,6.4,34.0,6.5,266.0,6.4,452.0,7.0,365.0,6.0,1.0,7.2,21.0,7.1,92.0,6.7,246.0,5.8,96.0,6.9
tt0010060,5.9,814,6.6,7.0,,,5.9,24.0,6.3,146.0,5.8,5.8,546.0,6.1,461.0,,,5.7,16.0,6.1,104.0,6.1,331.0,5.5,262.0,,,6.2,8.0,6.7,39.0,4.3,214.0,6.1,64.0,6.3
tt0010071,6.6,1122,7.7,8.0,,,6.2,42.0,6.7,277.0,6.6,6.6,673.0,6.6,659.0,,,6.1,28.0,6.6,215.0,6.6,403.0,6.9,339.0,,,6.4,14.0,7.2,59.0,6.4,265.0,5.5,80.0,6.9
tt0010103,5.3,646,6.5,7.0,,,4.5,11.0,5.5,93.0,5.6,5.6,497.0,5.6,352.0,,,3.5,6.0,5.5,68.0,5.9,275.0,4.9,249.0,,,5.9,5.0,5.4,23.0,4.0,221.0,5.8,35.0,5.9
tt0010137,5.4,697,7.5,8.0,,,5.2,15.0,6.2,131.0,4.8,4.8,479.0,5.5,371.0,,,5.4,12.0,6.2,96.0,5.1,259.0,4.5,257.0,,,2.0,3.0,6.0,33.0,3.5,220.0,4.6,43.0,6.4
tt0010162,6.5,203,8.2,10.0,,,6.7,8.0,6.7,32.0,4.9,4.9,53.0,5.8,78.0,,,6.8,5.0,6.5,24.0,5.0,44.0,6.5,20.0,,,7.7,3.0,7.2,7.0,4.7,9.0,4.7,31.0,7.5
tt0010193,5.8,671,6.5,7.0,,,6.1,25.0,5.8,103.0,5.6,5.6,470.0,5.8,370.0,,,6.0,15.0,5.7,81.0,5.8,267.0,5.5,233.0,,,6.3,10.0,5.8,18.0,4.3,203.0,6.0,58.0,5.9
tt0010195,6.8,254,7.0,7.0,,,6.5,22.0,6.7,68.0,6.9,6.9,121.0,6.8,175.0,,,7.0,14.0,6.6,59.0,6.9,96.0,6.8,39.0,,,5.1,8.0,7.7,8.0,6.9,22.0,6.3,44.0,7.0
tt0010208,5.6,553,5.7,6.0,,,5.2,54.0,5.5,198.0,5.9,5.9,204.0,5.6,422.0,,,5.1,52.0,5.4,180.0,5.9,180.0,6.3,35.0,,,10.0,2.0,6.4,12.0,5.8,19.0,5.4,79.0,5.5
tt0010219,3.9,368,6.5,7.0,,,4.7,6.0,4.6,41.0,3.6,3.6,295.0,4.0,197.0,,,5.0,3.0,4.6,34.0,3.7,156.0,3.7,150.0,,,3.3,3.0,5.1,7.0,3.3,139.0,3.1,17.0,5.6
tt0010227,5.6,510,6.5,7.0,,,4.8,8.0,5.9,73.0,5.8,5.8,382.0,5.9,291.0,,,4.5,6.0,5.9,61.0,6.2,219.0,4.9,176.0,,,5.5,2.0,6.1,12.0,3.8,162.0,5.8,35.0,6.2
tt0010247,7.3,1176,6.8,7.0,7.0,1.0,6.9,111.0,7.1,456.0,7.3,7.3,394.0,7.2,800.0,7.0,1.0,7.0,89.0,7.2,387.0,7.2,309.0,7.2,166.0,,,6.9,21.0,6.5,62.0,8.1,79.0,6.9,107.0,7.1
tt0010267,6.7,929,6.8,7.0,5.0,1.0,6.3,28.0,6.6,184.0,7.0,7.0,639.0,6.7,557.0,5.0,1.0,6.1,19.0,6.5,145.0,6.9,382.0,7.2,298.0,,,6.6,9.0,7.1,36.0,7.3,251.0,6.4,72.0,7.0
tt0010281,6.9,1230,7.0,7.0,3.0,1.0,6.9,122.0,6.9,532.0,6.9,6.9,362.0,6.8,868.0,3.0,1.0,6.8,92.0,6.8,456.0,6.8,303.0,7.2,157.0,,,7.0,30.0,7.1,69.0,7.4,53.0,6.3,108.0,6.8
tt0010298,6.9,100,6.9,7.0,,,7.6,6.0,6.8,33.0,6.8,6.8,44.0,6.7,79.0,,,7.4,5.0,6.7,30.0,6.7,40.0,7.5,6.0,,,8.0,1.0,7.0,1.0,6.2,4.0,6.4,29.0,5.7
tt0010307,7.7,1417,7.0,8.0,7.0,1.0,7.8,150.0,7.7,473.0,7.7,7.7,551.0,7.7,995.0,7.0,1.0,7.8,124.0,7.7,415.0,7.6,432.0,7.9,195.0,,,7.8,24.0,7.9,54.0,7.9,113.0,7.3,119.0,7.8
tt0010323,8.1,55601,7.9,8.0,8.5,47.0,8.1,10734.0,8.1,23386.0,8.0,8.0,8271.0,8.1,35834.0,8.5,38.0,8.1,8304.0,8.0,19321.0,8.0,6821.0,8.1,7660.0,8.8,7.0,8.1,2236.0,8.2,3807.0,8.1,1341.0,7.5,559.0,8.0
tt0010418,7.0,1712,7.8,8.0,6.0,1.0,6.5,84.0,7.0,484.0,7.1,7.1,880.0,6.9,1044.0,6.0,1.0,6.5,64.0,6.8,386.0,7.0,571.0,7.3,415.0,,,6.4,20.0,7.7,94.0,7.1,297.0,6.6,123.0,7.1
tt0010456,6.0,172,6.3,6.0,,,5.6,20.0,5.8,47.0,6.1,6.1,69.0,5.9,124.0,,,5.4,15.0,5.8,43.0,6.1,61.0,6.1,15.0,,,6.2,5.0,6.7,3.0,6.1,7.0,5.3,28.0,6.1
tt0010466,6.6,145,5.8,6.0,,,5.5,4.0,6.3,61.0,7.4,7.4,60.0,6.7,106.0,,,5.5,4.0,6.2,56.0,7.4,43.0,7.2,20.0,,,,,2.5,4.0,7.4,16.0,6.1,21.0,7.1
tt0010484,6.9,166,7.0,7.0,,,6.4,14.0,7.0,57.0,6.8,6.8,59.0,7.0,120.0,,,6.6,13.0,7.1,51.0,6.9,53.0,5.9,12.0,,,5.0,1.0,6.7,5.0,5.5,6.0,6.6,35.0,7.3
tt0010559,6.3,137,6.5,6.0,,,5.7,10.0,6.5,55.0,6.2,6.2,47.0,6.3,112.0,,,5.7,9.0,6.6,51.0,6.2,47.0,5.8,4.0,,,10.0,1.0,4.3,3.0,,,5.9,25.0,6.0
tt0010598,6.6,776,6.1,7.0,,,6.4,71.0,6.6,304.0,6.6,6.6,266.0,6.6,519.0,,,6.5,59.0,6.6,244.0,6.5,202.0,6.7,128.0,,,5.3,10.0,6.6,54.0,7.3,62.0,6.6,69.0,6.5
tt0010600,7.4,1669,7.0,7.0,,,7.4,155.0,7.3,732.0,7.3,7.3,526.0,7.3,1194.0,,,7.3,123.0,7.3,618.0,7.3,428.0,7.6,228.0,,,7.6,29.0,7.6,106.0,7.7,89.0,6.5,134.0,7.3
tt0010635,5.2,594,6.6,7.0,,,3.7,7.0,5.5,74.0,5.2,5.2,470.0,5.5,318.0,,,4.2,5.0,5.5,55.0,5.5,255.0,4.0,234.0,,,3.0,2.0,5.2,17.0,3.2,214.0,5.3,32.0,5.9
tt0010662,4.9,420,6.5,7.0,,,4.0,13.0,5.2,65.0,5.0,5.0,312.0,5.0,232.0,,,3.6,8.0,5.1,48.0,5.2,172.0,4.7,158.0,,,5.1,5.0,5.9,15.0,3.1,138.0,5.0,30.0,5.5
tt0010680,6.3,237,5.8,6.0,,,5.2,18.0,6.0,70.0,7.1,7.1,106.0,6.2,163.0,,,4.9,15.0,5.9,61.0,7.0,83.0,6.7,32.0,,,7.7,3.0,6.1,7.0,7.4,22.0,6.5,39.0,6.2
tt0010726,6.6,1051,6.4,7.0,,,6.5,67.0,6.5,360.0,6.9,6.9,417.0,6.6,731.0,,,6.5,54.0,6.5,312.0,6.8,351.0,7.0,119.0,,,6.2,13.0,6.6,44.0,7.6,60.0,6.5,104.0,6.7
tt0010755,6.9,157,6.9,7.0,,,6.7,15.0,6.7,58.0,7.1,7.1,58.0,6.9,121.0,,,6.7,13.0,6.6,52.0,7.0,51.0,7.3,13.0,,,9.5,2.0,7.3,5.0,7.2,6.0,6.7,35.0,6.7
tt0010806,7.0,1599,7.2,7.0,8.0,3.0,7.1,184.0,7.0,586.0,6.8,6.8,576.0,6.9,1076.0,8.0,3.0,7.1,135.0,6.9,502.0,6.8,414.0,7.2,288.0,,,7.0,48.0,7.1,75.0,7.3,159.0,6.3,116.0,7.0
tt0010821,6.5,447,6.0,7.0,,,6.5,27.0,6.5,168.0,6.6,6.6,166.0,6.4,295.0,,,6.3,21.0,6.2,134.0,6.6,132.0,7.4,71.0,,,8.2,6.0,7.5,31.0,6.7,33.0,6.4,54.0,6.5
tt0010844,6.6,331,6.4,7.0,,,6.1,11.0,6.2,103.0,6.8,6.8,162.0,6.5,234.0,,,5.6,6.0,6.2,88.0,6.8,133.0,6.6,43.0,,,6.8,5.0,5.8,13.0,6.9,24.0,6.2,46.0,7.0
tt0010853,6.7,152,6.8,7.0,,,6.3,12.0,6.4,54.0,7.0,7.0,65.0,6.7,128.0,,,6.3,11.0,6.5,49.0,7.0,62.0,6.4,5.0,,,6.0,1.0,6.0,3.0,8.0,1.0,7.1,31.0,7.4
tt0010879,6.9,775,7.0,7.0,,,6.4,26.0,6.9,156.0,6.8,6.8,492.0,6.8,443.0,,,6.4,19.0,6.9,125.0,6.7,291.0,7.1,228.0,,,6.6,7.0,7.1,25.0,7.2,193.0,6.5,66.0,6.9
tt0010890,6.4,337,6.2,7.0,,,5.7,27.0,6.2,116.0,6.6,6.6,152.0,6.4,253.0,,,5.3,19.0,6.2,104.0,6.7,126.0,6.6,41.0,,,6.8,8.0,6.9,11.0,6.2,21.0,6.4,51.0,6.6
tt0010925,5.5,722,6.4,7.0,,,5.0,13.0,5.7,102.0,5.7,5.7,572.0,5.7,419.0,,,5.2,10.0,5.6,76.0,5.7,330.0,5.5,268.0,,,3.3,3.0,5.9,25.0,5.2,239.0,5.4,42.0,5.9
tt0010953,6.3,138,6.7,7.0,,,5.9,7.0,6.4,61.0,5.9,5.9,41.0,6.2,99.0,,,5.9,6.0,6.3,52.0,5.9,36.0,7.0,11.0,,,10.0,1.0,6.6,7.0,6.5,2.0,6.1,26.0,5.5
tt0010962,6.6,576,6.8,7.0,,,6.5,40.0,6.6,215.0,6.6,6.6,220.0,6.5,418.0,,,6.5,27.0,6.5,191.0,6.5,189.0,7.1,60.0,,,6.4,13.0,7.7,19.0,7.1,28.0,6.3,88.0,6.5
tt0010964,6.4,129,8.4,10.0,,,7.5,2.0,7.2,16.0,4.4,4.4,27.0,5.2,39.0,,,5.0,1.0,6.9,12.0,4.2,23.0,8.6,9.0,,,10.0,1.0,9.0,4.0,9.2,4.0,3.5,14.0,8.1
tt0010969,6.7,315,6.9,7.0,,,6.5,20.0,6.6,107.0,6.9,6.9,144.0,6.7,241.0,,,6.1,15.0,6.6,92.0,6.9,127.0,6.8,34.0,,,7.2,4.0,6.2,12.0,6.8,16.0,6.3,58.0,6.2
tt0011000,6.7,1083,6.8,7.0,,,6.9,78.0,6.6,432.0,6.7,6.7,359.0,6.6,765.0,,,6.9,62.0,6.6,366.0,6.7,318.0,7.1,115.0,,,7.2,15.0,6.9,61.0,7.2,37.0,6.2,98.0,6.5
tt0011130,7.0,4753,7.1,7.0,7.0,4.0,6.9,546.0,7.0,1830.0,7.0,7.0,1428.0,7.0,3253.0,6.0,3.0,6.9,415.0,6.9,1541.0,7.0,1207.0,7.2,606.0,10.0,1.0,6.8,128.0,7.3,269.0,7.2,202.0,6.9,239.0,7.1
tt0011157,6.6,717,6.7,7.0,,,5.9,60.0,6.5,271.0,6.7,6.7,256.0,6.4,507.0,,,5.8,43.0,6.4,239.0,6.6,214.0,7.0,79.0,,,6.1,17.0,6.9,27.0,7.6,35.0,6.0,77.0,6.8
tt0011173,6.2,123,6.3,6.0,,,6.3,19.0,6.2,47.0,6.3,6.3,40.0,6.3,98.0,,,6.4,15.0,6.3,44.0,6.2,35.0,6.6,11.0,,,7.0,4.0,6.5,2.0,7.9,5.0,5.8,24.0,6.3
tt0011193,6.6,291,6.9,7.0,,,6.4,22.0,6.4,80.0,6.6,6.6,127.0,6.4,182.0,,,6.2,13.0,6.4,56.0,6.5,109.0,6.8,49.0,,,6.7,9.0,6.4,21.0,7.1,17.0,6.1,44.0,6.9
tt0011217,6.4,308,6.7,6.0,,,6.5,34.0,6.2,110.0,6.6,6.6,100.0,6.3,222.0,,,6.4,29.0,6.1,96.0,6.5,88.0,7.3,27.0,,,6.7,5.0,6.9,10.0,8.2,12.0,6.3,42.0,6.7
tt0011221,6.0,848,6.0,6.0,,,5.7,89.0,5.8,346.0,6.2,6.2,215.0,5.9,583.0,,,5.8,71.0,5.8,304.0,6.1,187.0,6.4,81.0,,,5.2,18.0,6.5,34.0,7.0,25.0,5.9,80.0,6.4
tt0011237,7.2,6577,7.2,7.0,7.0,2.0,7.0,758.0,7.1,2912.0,7.3,7.3,1635.0,7.2,4722.0,7.0,2.0,7.1,634.0,7.1,2512.0,7.2,1463.0,7.2,646.0,,,6.9,117.0,7.2,360.0,7.3,153.0,6.9,247.0,7.1
tt0011267,5.1,260,5.4,5.0,,,4.7,6.0,4.8,61.0,5.2,5.2,143.0,5.1,200.0,,,4.7,6.0,4.8,55.0,5.2,135.0,4.8,11.0,,,,,5.0,4.0,4.8,7.0,5.2,50.0,5.2
tt0011294,7.1,165,7.2,7.0,,,6.9,14.0,7.0,63.0,7.1,7.1,69.0,7.0,126.0,,,7.0,12.0,7.0,56.0,7.0,57.0,7.5,16.0,,,7.0,2.0,8.8,4.0,7.2,10.0,6.9,37.0,7.1
tt0011302,6.9,187,6.9,7.0,,,6.6,8.0,6.9,81.0,6.9,6.9,67.0,6.8,128.0,,,6.7,7.0,6.7,69.0,6.9,50.0,7.6,24.0,,,6.0,1.0,7.9,11.0,7.5,12.0,6.3,40.0,7.0
